index,id,title,url,status,transcript,error_type,message
1,AmZvsnzEITQ,美聯儲新框架：沃什想降息+縮表，現實允許嗎？最終路線可能是什麼？（下集）| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=AmZvsnzEITQ,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\AmZvsnzEITQ_asr.md,,
2,wX0cXIVPRa0,美聯儲新框架：沃什想降息+縮表，現實允許嗎？最終路線可能是什麼？（上集）| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=wX0cXIVPRa0,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\wX0cXIVPRa0_asr.md,,
3,e45SkTeY9Cw,中東新平衡 VS 川普的「完美」計劃：2027中東卷土重來（上）| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=e45SkTeY9Cw,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\e45SkTeY9Cw_asr.md,,
4,2mddwURZvao,美伊談判參考關稅戰節奏，風險尚未完全排除！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=2mddwURZvao,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\2mddwURZvao_asr.md,,
5,nzh3ngn21tY,哈梅內伊身亡，伊朗未來的三種結局！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=nzh3ngn21tY,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\nzh3ngn21tY_asr.md,,
6,Xiw9KydFc8U,地緣分析：美伊以衝突推演（26年2月至3月）| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=Xiw9KydFc8U,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\Xiw9KydFc8U_asr.md,,
7,3lc97IQXrVE,夜談：社會分工與低生育率！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=3lc97IQXrVE,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\3lc97IQXrVE_asr.md,,
8,2lPvnl3QMTI,近期熱點：衰退交易？黃金與流動性，灣灣保護法案，高市早苗改變經濟策略！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=2lPvnl3QMTI,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\2lPvnl3QMTI_asr.md,,
9,TeGShjpf2Ao,美國最高法院裁定：對等關稅違法，川普的備選方案是什麼？| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=TeGShjpf2Ao,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\TeGShjpf2Ao_asr.md,,
10,VJ7UVmItSNs,深度分析：近期金銀價格暴跌的原因！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=VJ7UVmItSNs,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\VJ7UVmItSNs_asr.md,,
11,L31WvUFCO2c,近期熱點：格陵蘭、加拿大、日本、美日國債！ | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=L31WvUFCO2c,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\L31WvUFCO2c_asr.md,,
12,9410ps-Y6sk,由淺入深，萬字解析：人民幣的發行機制和信用體系（下） | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=9410ps-Y6sk,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\9410ps-Y6sk_asr.md,,
13,KCAU3jLmA7Y,由淺入深，萬字解析：人民幣的發行機制和信用體系（上） | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=KCAU3jLmA7Y,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\KCAU3jLmA7Y_asr.md,,
14,X1bvDNtx_6M,從委內瑞拉出發，分析川普的南美策略 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=X1bvDNtx_6M,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\X1bvDNtx_6M_asr.md,,
15,tYw3eYKVTsY,人民幣的未來：人民幣2.0，人民幣3.0 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=tYw3eYKVTsY,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\tYw3eYKVTsY_asr.md,,
16,HsAbI3Abi34,海南封關：中國主導的第二個分工體系＋產業鏈  | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=HsAbI3Abi34,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\HsAbI3Abi34_asr.md,,
17,sT1A0XBBR4U,解決日本問題和台海問題的最終思路 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=sT1A0XBBR4U,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\sT1A0XBBR4U_asr.md,,
18,464lV7t2aMg,日本越界的原因與處理方式！| 战国时代_姜汁汽水,https://www.youtube.com/watch?v=464lV7t2aMg,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\464lV7t2aMg_asr.md,,
19,uyQtBHAf4Ks,為何中國要搞穩定幣，為何穩定幣影響流動性，解析穩定幣的發行機制 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=uyQtBHAf4Ks,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\uyQtBHAf4Ks_asr.md,,
20,xteZ8fBgpCY,美國AI利用ABS轉移風險、美聯儲擴表的必然性、貨幣的終極形態 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=xteZ8fBgpCY,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\xteZ8fBgpCY_asr.md,,
21,EKalYs_TW5Y,美國面臨流動性危機？26年情況會更差！AI泡沫？關稅或被取消？ | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=EKalYs_TW5Y,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\EKalYs_TW5Y_asr.md,,
22,JqsAX37teF8,商務部公佈中美談判細則，前瞻基本正確，鷹派好處逐漸顯現 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=JqsAX37teF8,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\JqsAX37teF8_asr.md,,
23,GNPMOYffU6w,10月美聯儲會議，符合預測：美聯儲計劃購買短期國債 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=GNPMOYffU6w,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\GNPMOYffU6w_asr.md,,
24,okqJNhdMdEM,【近期新聞】中美關稅談判、美聯儲停止縮表、東大國有資產證券化、委內瑞拉危機、其他新聞 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=okqJNhdMdEM,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\okqJNhdMdEM_asr.md,,
25,dMAgnHteuvs,東大應該更加鷹派，還是更加鴿派？俄烏和談的可能性？ | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=dMAgnHteuvs,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\dMAgnHteuvs_asr.md,,
26,Qe3lpA1xPPk,強化學習開創者，質疑大語言模型！ | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=Qe3lpA1xPPk,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\Qe3lpA1xPPk_asr.md,,
27,DI0m6N9Rfqw,淺談10月關稅戰：衝突尚未結束，TACO不再重要 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=DI0m6N9Rfqw,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\DI0m6N9Rfqw_asr.md,,
28,A0kDPA2iOLE,即將到來的重大地緣轉變：美歐 + 中東（川普的全球地緣策略：下） | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=A0kDPA2iOLE,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\A0kDPA2iOLE_asr.md,,
29,yTkF8xJGGzc,閱兵總結：美國未來的地緣選擇 + 中美經濟模式對比 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=yTkF8xJGGzc,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\yTkF8xJGGzc_asr.md,,
30,cu3Hvfoukv0,閱兵總結（地緣角度）：東大已完成從戰略防守到戰略相持的轉型 | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=cu3Hvfoukv0,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\cu3Hvfoukv0_asr.md,,
31,4Jeut48OosE,美國未來的利率路徑與經濟迷局（下）：流動性陷阱下的挑戰與前景  | 战国时代_姜汁汽水,https://www.youtube.com/watch?v=4Jeut48OosE,success,D:\work\investment\financial-analysis-lab\sources\channels\zhanguoshidai\transcripts\4Jeut48OosE_asr.md,,
32,MhmXJxGbdN4,美國未來的利率路徑與經濟迷局（上）：川普試圖控制聯準會 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=MhmXJxGbdN4,missing,,,
33,9T5Nt9mDv5w,最終篇：美俄談判，美印談判，川普改革（下集）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=9T5Nt9mDv5w,missing,,,
34,9joE_jYRwqM,美俄談判，中印談判，委內瑞拉（中集）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=9joE_jYRwqM,missing,,,
35,3chI1W0S6_Y,各國對美國的投資承諾，能兌現嗎？普丁與川普會面（上集）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=3chI1W0S6_Y,missing,,,
36,io8NeamVS8Q,「雅魯藏布江」下游水力發電廠的地緣影響【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=io8NeamVS8Q,missing,,,
37,TvKvHBkNPPQ,川普減稅法案：中美的抉擇（下）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=TvKvHBkNPPQ,missing,,,
38,5xcZyFn2UCA,川普減稅法案：對未來的影響（上）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=5xcZyFn2UCA,missing,,,
39,48U5ZYyyU0o,美伊以衝突：或有以色列之弧？階段總結與未來展望 ！【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=48U5ZYyyU0o,missing,,,
40,o33nmwMBklI,以色列和伊朗最近發生了什麼？一看就懂！ 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=o33nmwMBklI,missing,,,
41,LJG-BkInCvE,"AI 潛在的 ""負面影響"" 與 ""可怕之處""【战国时代_姜汁汽水】",https://www.youtube.com/watch?v=LJG-BkInCvE,missing,,,
42,tvVY9iNpttA,「三個願望一次滿足」俄烏衝突小結 + 美伊談判趨勢 + 淺聊黃金看法【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=tvVY9iNpttA,missing,,,
43,gTbSY8is7oM,透過聯準會，認識「貨幣」與「國債」的關係 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=gTbSY8is7oM,missing,,,
44,zIppW_5QtQU,「川普的全球地緣策略」 中美命運的十字路口（上）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=zIppW_5QtQU,missing,,,
45,ob8svvtdkLE,美国或将进入：先衰退，后滞胀的复杂周期【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=ob8svvtdkLE,missing,,,
46,DgeQ-Jil6qk,制造业 VS 服务业：先进生产力？落后生产力？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=DgeQ-Jil6qk,missing,,,
47,28qMYpb872I,货币应为商品周期而服务，但如今，商品在为货币周期服务【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=28qMYpb872I,missing,,,
48,a59yBJeFg_g,热点总结：关税大战与地缘冲突 + 黄金与美股【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=a59yBJeFg_g,missing,,,
49,TeIf88xOBMI,比特币可以细分，所以比特币总量是无限的？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=TeIf88xOBMI,missing,,,
50,iVPDp0IxZDo,比特币无法解决美债危机，黄金呢？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=iVPDp0IxZDo,missing,,,
51,dyqMJPRaqsg,近期投资经验总结 + 中美股市的相关性 + 充电计划介绍【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=dyqMJPRaqsg,missing,,,
52,GGUszhrXnb8,人民币2.0时代 VS 美元美债机制：人民币、关税战、美元、美债的核心逻辑【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=GGUszhrXnb8,missing,,,
53,0xbiWZclmZ4,加拿大要扩表？美国呢？：理解美元和美债的不同层次【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=0xbiWZclmZ4,missing,,,
54,jXQNqexd1GA,川普登基：解析川普的政策走向【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=jXQNqexd1GA,missing,,,
55,hwNHnQmoaXg,比特币、黄金、美元：比特币无法替代美元，亦无法替代主权信用货币【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=hwNHnQmoaXg,missing,,,
56,guMuxWS8V14,川普的四大终极目标；从金融经济角度看川普上台对东方和美国的影响【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=guMuxWS8V14,missing,,,
57,jbgSqT9MUMg,川普的两套剧本？美国的三座大山又是什么？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=jbgSqT9MUMg,missing,,,
58,3u9B5s6ZvRA,美国大选最终预测；特朗普上台的影响：地缘战略角度（1-2）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=3u9B5s6ZvRA,missing,,,
59,J3jh8kn8AHE,美债被做空，美国或失去国债定价权，国债问题如何化解？ (1/2)【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=J3jh8kn8AHE,missing,,,
60,E4M-yqZ5xrc,美国长期国债有什么问题？如何化债？未来降息路径？警惕2025（上）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=E4M-yqZ5xrc,missing,,,
61,HmKX1-VFraM,金融战：人民币环流第三阶段 | mBride央行数字货币桥【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=HmKX1-VFraM,missing,,,
62,6KLoS_by1dY,倒挂结束，降息开启，美国将面临长期国债问题：银行暴雷（上）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=6KLoS_by1dY,missing,,,
63,lFAQs75qbac,新三线终局之战（第二期）：美元的未来 VS 人民币环流【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=lFAQs75qbac,missing,,,
64,sH0a38VnaP4,囤黄金热潮？深度分析黄金短、长期趋势【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=sH0a38VnaP4,missing,,,
65,ztLU6bFUJZk,2024年底全球局势观察 + 美国大选观察（第1期）下【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=ztLU6bFUJZk,missing,,,
66,P3OMbQPbqvs,6月30日成功预测拜登退选和推选女总统【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=P3OMbQPbqvs,missing,,,
67,DIdh6Rwl1UE,高息环境导致美国通货膨胀？24年下半年美国资本市场：降息扩表二选一 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=DIdh6Rwl1UE,missing,,,
68,g_CSHS0-ouE,川普的施政纲领效仿总统里根？对贸易战不忘初心？拜登与川普两党战略对比【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=g_CSHS0-ouE,missing,,,
69,njCCqTb891k,刺杀川普的背后势力是谁？这与肯尼迪遇刺之间有什么关联？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=njCCqTb891k,missing,,,
70,__G69XKz9yE,刺杀川普失败，民主党给共和党的下一个雷是什么（后半年预测）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=__G69XKz9yE,missing,,,
71,OWzuPlYKJM0,美国降息的影响 + 美国经济的猜想 + 美国股市的猜想 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=OWzuPlYKJM0,missing,,,
72,cuxKeilaUV0,美国经济观察：流动性危机（美债日债）【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=cuxKeilaUV0,missing,,,
73,YUVfSdtsnek,日元为什么暴跌，巴菲特赚没赚？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=YUVfSdtsnek,missing,,,
74,D5H67uknCu4,美国经济观察：拐点已经出现，衰退正在进行，点位预测命中 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=D5H67uknCu4,missing,,,
75,RrijLnuWshw,夜谈：全是暴论，如果没有大航海 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=RrijLnuWshw,missing,,,
76,qPBWID0Pb8Q,科技战 芯片战 AI战 新三线剧本 【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=qPBWID0Pb8Q,missing,,,
77,KBPW7Jp7a3U,股市蒸发后，钱去了哪里？【战国时代_姜汁汽水】,https://www.youtube.com/watch?v=KBPW7Jp7a3U,missing,,,
78,YY-pLbEtbPI,为什么美债岌岌可危,https://www.youtube.com/watch?v=YY-pLbEtbPI,missing,,,
79,0_73x6MOm7A,印度没有未来？简单说两句,https://www.youtube.com/watch?v=0_73x6MOm7A,missing,,,
80,ifjNoGjPgZg,美元美债发行机制：5月混乱的根本,https://www.youtube.com/watch?v=ifjNoGjPgZg,missing,,,
81,gAyUjR1Ev0w,美债即将崩溃？,https://www.youtube.com/watch?v=gAyUjR1Ev0w,missing,,,
